statnaam,aantal,Datum,inwoneraantal,
Aa en Hunze,0,13/03/2020,25422,
Borger-Odoorn,0,13/03/2020,25549,
Cuijk,2,13/03/2020,25150,
Landerd,4,13/03/2020,15735,
De Wolden,0,13/03/2020,43113,
Noord-Beveland,0,13/03/2020,7387,
Wijdemeren,0,13/03/2020,24354,
Noordenveld,0,13/03/2020,31243,
Twenterand,0,13/03/2020,33749,
Westerveld,0,13/03/2020,14974,
Sint Anthonis,0,13/03/2020,11688,
Lingewaard,2,13/03/2020,46645,
Cranendonck,2,13/03/2020,21175,
Steenwijkerland,0,13/03/2020,44157,
Moerdijk,1,13/03/2020,37098,
Echt-Susteren,0,13/03/2020,31594,
Sluis,0,13/03/2020,23214,
Drimmelen,5,13/03/2020,27232,
Bernheze,13,13/03/2020,31291,
Alphen-Chaam,0,13/03/2020,10222,
Bergeijk,1,13/03/2020,18678,
Bladel,0,13/03/2020,20408,
Gulpen-Wittem,0,13/03/2020,14164,
Tynaarlo,0,13/03/2020,33795,
Midden-Drenthe,0,13/03/2020,33216,
Overbetuwe,0,13/03/2020,47965,
Hof van Twente,0,13/03/2020,34996,
Neder-Betuwe,3,13/03/2020,24430,
Rijssen-Holten,0,13/03/2020,38186,
Geldrop-Mierlo,2,13/03/2020,39772,
Olst-Wijhe,0,13/03/2020,18253,
Dinkelland,3,13/03/2020,26479,
Westland,0,13/03/2020,19321,
Midden-Delfland,0,13/03/2020,19302,
Berkelland,0,13/03/2020,43760,
Bronckhorst,2,13/03/2020,36031,
Sittard-Geleen,23,13/03/2020,92330,
Kaag en Braassem,0,13/03/2020,27317,
Dantumadiel,0,13/03/2020,18912,
Zuidplas,0,13/03/2020,44043,
Peel en Maas,8,13/03/2020,43627,
Oldambt,0,13/03/2020,38214,
Zwartewaterland,2,13/03/2020,22716,
Súdwest-Fryslân,1,13/03/2020,89881,
Bodegraven-Reeuwijk,1,13/03/2020,34899,
Eijsden-Margraten,0,13/03/2020,25760,
Stichtse Vecht,6,13/03/2020,65029,
Hollands Kroon,0,13/03/2020,48460,
Leidschendam-Voorburg,3,13/03/2020,76524,
Goeree-Overflakkee,1,13/03/2020,50147,
Pijnacker-Nootdorp,6,13/03/2020,55412,
Nissewaard,1,13/03/2020,85207,
Krimpenerwaard,3,13/03/2020,56296,
De Fryske Marren,2,13/03/2020,44499,
Gooise Meren,3,13/03/2020,58084,
Berg en Dal,5,13/03/2020,35002,
Meierijstad,25,13/03/2020,81301,
Waadhoeke,0,13/03/2020,46079,
Westerwolde,0,13/03/2020,110606,
Midden-Groningen,0,13/03/2020,60788,
Beekdaelen,8,13/03/2020,35978,
Montferland,0,13/03/2020,35998,
Altena,8,13/03/2020,55966,
West Betuwe,3,13/03/2020,51233,
Vijfheerenlanden,2,13/03/2020,56912,
Hoeksche Waard,1,13/03/2020,87531,
Het Hogeland,0,13/03/2020,47872,
Westerkwartier,0,13/03/2020,19479,
Noardeast-Fryslân,0,13/03/2020,45263,
Molenlanden,0,13/03/2020,43976,
,37,14/03/2020,0,
Appingedam,0,14/03/2020,11650,
Delfzijl,0,14/03/2020,24649,
Groningen,3,14/03/2020,232982,
Loppersum,0,14/03/2020,9513,
Almere,2,14/03/2020,212408,
Stadskanaal,0,14/03/2020,31691,
Veendam,0,14/03/2020,27378,
Zeewolde,2,14/03/2020,22545,
Achtkarspelen,0,14/03/2020,27833,
Ameland,0,14/03/2020,3718,
Harlingen,0,14/03/2020,15719,
Heerenveen,0,14/03/2020,50469,
Leeuwarden,1,14/03/2020,124024,
Ooststellingwerf,0,14/03/2020,25489,
Opsterland,2,14/03/2020,29698,
Schiermonnikoog,0,14/03/2020,946,
Smallingerland,2,14/03/2020,56173,
Terschelling,0,14/03/2020,4856,
Vlieland,0,14/03/2020,1158,
Weststellingwerf,0,14/03/2020,25930,
Assen,0,14/03/2020,68743,
Coevorden,11,14/03/2020,35293,
Emmen,1,14/03/2020,106977,
Hoogeveen,2,14/03/2020,55645,
Meppel,0,14/03/2020,33947,
Almelo,1,14/03/2020,73132,
Borne,3,14/03/2020,23341,
Dalfsen,0,14/03/2020,28637,
Deventer,0,14/03/2020,100893,
Enschede,3,14/03/2020,159603,
Haaksbergen,0,14/03/2020,24274,
Hardenberg,0,14/03/2020,60971,
Hellendoorn,2,14/03/2020,35915,
Hengelo,0,14/03/2020,81198,
Kampen,0,14/03/2020,54347,
Losser,0,14/03/2020,22685,
Noordoostpolder,2,14/03/2020,47443,
Oldenzaal,1,14/03/2020,31851,
Ommen,1,14/03/2020,18011,
Raalte,1,14/03/2020,37701,
Staphorst,1,14/03/2020,17147,
Tubbergen,1,14/03/2020,21264,
Urk,0,14/03/2020,21043,
Wierden,0,14/03/2020,24441,
Zwolle,3,14/03/2020,129062,
Aalten,0,14/03/2020,27089,
Apeldoorn,3,14/03/2020,163853,
Arnhem,4,14/03/2020,161594,
Barneveld,0,14/03/2020,59308,
Beuningen,4,14/03/2020,25897,
Brummen,0,14/03/2020,20772,
Buren,2,14/03/2020,26762,
Culemborg,2,14/03/2020,29015,
Doesburg,0,14/03/2020,11086,
Doetinchem,0,14/03/2020,58064,
Druten,3,14/03/2020,18954,
Duiven,1,14/03/2020,25109,
Ede,0,14/03/2020,117041,
Elburg,1,14/03/2020,23176,
Epe,0,14/03/2020,33211,
Ermelo,5,14/03/2020,26987,
Harderwijk,2,14/03/2020,48665,
Hattem,0,14/03/2020,12209,
Heerde,0,14/03/2020,18612,
Heumen,0,14/03/2020,16446,
Lochem,0,14/03/2020,33713,
Maasdriel,0,14/03/2020,25130,
Nijkerk,0,14/03/2020,43202,
Nijmegen,9,14/03/2020,177630,
Oldebroek,1,14/03/2020,23631,
Putten,0,14/03/2020,24120,
Renkum,7,14/03/2020,31413,
Rheden,1,14/03/2020,43672,
Rozendaal,0,14/03/2020,1699,
Scherpenzeel,0,14/03/2020,9874,
Tiel,2,14/03/2020,42092,
Voorst,1,14/03/2020,24594,
Wageningen,0,14/03/2020,39844,
Westervoort,0,14/03/2020,25792,
Winterswijk,0,14/03/2020,28820,
Wijchen,3,14/03/2020,41094,
Zaltbommel,1,14/03/2020,28926,
Zevenaar,0,14/03/2020,43804,
Zutphen,0,14/03/2020,48010,
Nunspeet,1,14/03/2020,27825,
Dronten,3,14/03/2020,41655,
Amersfoort,4,14/03/2020,157312,
Baarn,0,14/03/2020,24885,
De Bilt,11,14/03/2020,51608,
Bunnik,0,14/03/2020,15198,
Bunschoten,0,14/03/2020,21862,
Eemnes,0,14/03/2020,9254,
Houten,13,14/03/2020,50234,
Leusden,0,14/03/2020,30417,
Lopik,0,14/03/2020,14464,
Montfoort,0,14/03/2020,13906,
Renswoude,0,14/03/2020,5466,
Rhenen,0,14/03/2020,20120,
Soest,8,14/03/2020,46656,
Utrecht,30,14/03/2020,358454,
Veenendaal,1,14/03/2020,66618,
Woudenberg,1,14/03/2020,13382,
Wijk bij Duurstede,2,14/03/2020,23895,
IJsselstein,1,14/03/2020,34059,
Zeist,4,14/03/2020,64959,
Nieuwegein,0,14/03/2020,63505,
Aalsmeer,3,14/03/2020,31837,
Alkmaar,1,14/03/2020,109589,
Amstelveen,3,14/03/2020,91767,
Amsterdam,31,14/03/2020,874272,
Beemster,0,14/03/2020,9992,
Bergen (NH.),1,14/03/2020,29869,
Beverwijk,5,14/03/2020,41610,
Blaricum,1,14/03/2020,11556,
Bloemendaal,1,14/03/2020,23544,
Castricum,4,14/03/2020,36005,
Diemen,2,14/03/2020,31003,
Edam-Volendam,0,14/03/2020,36211,
Enkhuizen,0,14/03/2020,18644,
Haarlem,4,14/03/2020,163109,
Haarlemmermeer,0,14/03/2020,156355,
Heemskerk,1,14/03/2020,39167,
Heemstede,2,14/03/2020,27259,
Heerhugowaard,0,14/03/2020,57752,
Heiloo,2,14/03/2020,23956,
Den Helder,1,14/03/2020,56359,
Hilversum,0,14/03/2020,91038,
Hoorn,0,14/03/2020,73294,
Huizen,1,14/03/2020,41182,
Landsmeer,2,14/03/2020,11511,
Langedijk,3,14/03/2020,28123,
Laren,0,14/03/2020,11320,
Medemblik,0,14/03/2020,45114,
Oostzaan,0,14/03/2020,9708,
Opmeer,0,14/03/2020,11839,
Ouder-Amstel,0,14/03/2020,14081,
Purmerend,2,14/03/2020,81462,
Schagen,3,14/03/2020,46471,
Texel,0,14/03/2020,13571,
Uitgeest,0,14/03/2020,13637,
Uithoorn,0,14/03/2020,29537,
Velsen,1,14/03/2020,68732,
Weesp,0,14/03/2020,19856,
Zandvoort,1,14/03/2020,17136,
Zaanstad,2,14/03/2020,156856,
Alblasserdam,0,14/03/2020,20158,
Alphen aan den Rijn,6,14/03/2020,119952,
Barendrecht,1,14/03/2020,48691,
Drechterland,0,14/03/2020,19732,
Brielle,0,14/03/2020,17273,
Capelle aan den IJssel,0,14/03/2020,67217,
Delft,2,14/03/2020,103536,
Dordrecht,1,14/03/2020,119413,
Gorinchem,0,14/03/2020,37055,
Gouda,2,14/03/2020,73485,
's-Gravenhage,9,14/03/2020,545865,
Hardinxveld-Giessendam,5,14/03/2020,18294,
Hellevoetsluis,1,14/03/2020,40182,
Hendrik-Ido-Ambacht,0,14/03/2020,31249,
Stede Broec,0,14/03/2020,21685,
Hillegom,0,14/03/2020,22208,
Katwijk,1,14/03/2020,65816,
Krimpen aan den IJssel,1,14/03/2020,29532,
Leiden,4,14/03/2020,125066,
Leiderdorp,0,14/03/2020,27072,
Lisse,0,14/03/2020,23012,
Maassluis,1,14/03/2020,33258,
Nieuwkoop,1,14/03/2020,28860,
Noordwijk,2,14/03/2020,43586,
Oegstgeest,4,14/03/2020,24852,
Oudewater,0,14/03/2020,10226,
Papendrecht,0,14/03/2020,32151,
Ridderkerk,1,14/03/2020,46341,
Rotterdam,24,14/03/2020,652361,
Rijswijk,0,14/03/2020,54619,
Schiedam,0,14/03/2020,78842,
Sliedrecht,0,14/03/2020,25232,
Albrandswaard,1,14/03/2020,25696,
Westvoorne,2,14/03/2020,14730,
Vlaardingen,1,14/03/2020,73539,
Voorschoten,0,14/03/2020,25612,
Waddinxveen,1,14/03/2020,29365,
Wassenaar,2,14/03/2020,26273,
Woerden,2,14/03/2020,52359,
Zoetermeer,0,14/03/2020,125266,
Zoeterwoude,0,14/03/2020,8647,
Zwijndrecht,2,14/03/2020,44695,
Borsele,1,14/03/2020,22732,
Goes,2,14/03/2020,38174,
West Maas en Waal,2,14/03/2020,63376,
Hulst,0,14/03/2020,27601,
Kapelle,0,14/03/2020,12698,
Middelburg,0,14/03/2020,48802,
Reimerswaal,1,14/03/2020,22714,
Terneuzen,1,14/03/2020,54384,
Tholen,0,14/03/2020,25784,
Veere,1,14/03/2020,21907,
Vlissingen,2,14/03/2020,44339,
De Ronde Venen,0,14/03/2020,24317,
Tytsjerksteradiel,0,14/03/2020,32069,
Asten,0,14/03/2020,16734,
Baarle-Nassau,0,14/03/2020,6867,
Bergen op Zoom,1,14/03/2020,67589,
Best,3,14/03/2020,29997,
Boekel,12,14/03/2020,10783,
Boxmeer,1,14/03/2020,29384,
Boxtel,2,14/03/2020,30807,
Breda,64,14/03/2020,184187,
Deurne,3,14/03/2020,32455,
Pekela,1,14/03/2020,12196,
Dongen,5,14/03/2020,26274,
Eersel,2,14/03/2020,19328,
Eindhoven,13,14/03/2020,234849,
Etten-Leur,7,14/03/2020,43877,
Geertruidenberg,1,14/03/2020,21568,
Gilze en Rijen,1,14/03/2020,26510,
Goirle,6,14/03/2020,23906,
Grave,0,14/03/2020,12457,
Haaren,7,14/03/2020,14364,
Helmond,17,14/03/2020,92312,
's-Hertogenbosch,14,14/03/2020,155381,
Heusden,4,14/03/2020,44709,
Hilvarenbeek,5,14/03/2020,15515,
Loon op Zand,7,14/03/2020,23432,
Mill en Sint Hubert,0,14/03/2020,10945,
"Nuenen, Gerwen en Nederwetten",1,14/03/2020,23372,
Oirschot,0,14/03/2020,18733,
Oisterwijk,6,14/03/2020,26283,
Oosterhout,4,14/03/2020,56052,
Oss,4,14/03/2020,91998,
Rucphen,0,14/03/2020,22900,
Sint-Michielsgestel,6,14/03/2020,29266,
Someren,1,14/03/2020,19362,
Son en Breugel,2,14/03/2020,17329,
Steenbergen,0,14/03/2020,24464,
Waterland,1,14/03/2020,17420,
Tilburg,68,14/03/2020,220144,
Uden,28,14/03/2020,42132,
Valkenswaard,0,14/03/2020,31206,
Veldhoven,1,14/03/2020,45528,
Vught,2,14/03/2020,26577,
Waalre,1,14/03/2020,17452,
Waalwijk,8,14/03/2020,48626,
Woensdrecht,0,14/03/2020,21920,
Zundert,3,14/03/2020,21836,
Wormerland,0,14/03/2020,16266,
Landgraaf,4,14/03/2020,37411,
Beek,0,14/03/2020,15859,
Beesel,0,14/03/2020,13468,
Bergen (L.),0,14/03/2020,13082,
Brunssum,0,14/03/2020,27788,
Gennep,1,14/03/2020,16911,
Heerlen,4,14/03/2020,87024,
Kerkrade,1,14/03/2020,45684,
Maastricht,16,14/03/2020,121511,
Meerssen,0,14/03/2020,18837,
Mook en Middelaar,0,14/03/2020,7841,
Nederweert,3,14/03/2020,17049,
Roermond,2,14/03/2020,58316,
Simpelveld,2,14/03/2020,10539,
Stein,3,14/03/2020,24979,
Vaals,0,14/03/2020,10096,
Venlo,3,14/03/2020,101830,
Venray,0,14/03/2020,43624,
Voerendaal,0,14/03/2020,12479,
Weert,0,14/03/2020,50185,
Valkenburg aan de Geul,0,14/03/2020,16334,
Lelystad,5,14/03/2020,78920,
Horst aan de Maas,3,14/03/2020,42461,
Oude IJsselstreek,0,14/03/2020,39392,
Teylingen,0,14/03/2020,37468,
Utrechtse Heuvelrug,2,14/03/2020,49752,
Oost Gelre,0,14/03/2020,29640,
Koggenland,1,14/03/2020,22763,
Lansingerland,4,14/03/2020,62530,
Leudal,6,14/03/2020,35865,
Maasgouw,1,14/03/2020,23943,
Gemert-Bakel,13,14/03/2020,30733,
Halderberge,0,14/03/2020,30272,
Heeze-Leende,1,14/03/2020,16137,
Laarbeek,1,14/03/2020,22559,
Reusel-De Mierden,0,14/03/2020,13096,
Roerdalen,0,14/03/2020,20567,
Roosendaal,2,14/03/2020,77297,
Schouwen-Duiveland,2,14/03/2020,33866,
Aa en Hunze,0,14/03/2020,25422,
Borger-Odoorn,0,14/03/2020,25549,
Cuijk,2,14/03/2020,25150,
Landerd,5,14/03/2020,15735,
De Wolden,1,14/03/2020,43113,
Noord-Beveland,0,14/03/2020,7387,
Wijdemeren,0,14/03/2020,24354,
Noordenveld,0,14/03/2020,31243,
Twenterand,0,14/03/2020,33749,
Westerveld,0,14/03/2020,14974,
Sint Anthonis,2,14/03/2020,11688,
Lingewaard,3,14/03/2020,46645,
Cranendonck,2,14/03/2020,21175,
Steenwijkerland,0,14/03/2020,44157,
Moerdijk,1,14/03/2020,37098,
Echt-Susteren,0,14/03/2020,31594,
Sluis,0,14/03/2020,23214,
Drimmelen,5,14/03/2020,27232,
Bernheze,15,14/03/2020,31291,
Alphen-Chaam,1,14/03/2020,10222,
Bergeijk,1,14/03/2020,18678,
Bladel,1,14/03/2020,20408,
Gulpen-Wittem,0,14/03/2020,14164,
Tynaarlo,0,14/03/2020,33795,
Midden-Drenthe,0,14/03/2020,33216,
Overbetuwe,4,14/03/2020,47965,
Hof van Twente,0,14/03/2020,34996,
Neder-Betuwe,3,14/03/2020,24430,
Rijssen-Holten,0,14/03/2020,38186,
Geldrop-Mierlo,2,14/03/2020,39772,
Olst-Wijhe,0,14/03/2020,18253,
Dinkelland,4,14/03/2020,26479,
Westland,0,14/03/2020,19321,
Midden-Delfland,0,14/03/2020,19302,
Berkelland,0,14/03/2020,43760,
Bronckhorst,2,14/03/2020,36031,
Sittard-Geleen,35,14/03/2020,92330,
Kaag en Braassem,0,14/03/2020,27317,
Dantumadiel,0,14/03/2020,18912,
Zuidplas,0,14/03/2020,44043,
Peel en Maas,10,14/03/2020,43627,
Oldambt,0,14/03/2020,38214,
Zwartewaterland,2,14/03/2020,22716,
Súdwest-Fryslân,1,14/03/2020,89881,
Bodegraven-Reeuwijk,1,14/03/2020,34899,
Eijsden-Margraten,1,14/03/2020,25760,
Stichtse Vecht,6,14/03/2020,65029,
Hollands Kroon,0,14/03/2020,48460,
Leidschendam-Voorburg,3,14/03/2020,76524,
Goeree-Overflakkee,1,14/03/2020,50147,
Pijnacker-Nootdorp,6,14/03/2020,55412,
Nissewaard,1,14/03/2020,85207,
Krimpenerwaard,3,14/03/2020,56296,
De Fryske Marren,2,14/03/2020,44499,
Gooise Meren,4,14/03/2020,58084,
Berg en Dal,6,14/03/2020,35002,
Meierijstad,30,14/03/2020,81301,
Waadhoeke,0,14/03/2020,46079,
Westerwolde,0,14/03/2020,110606,
Midden-Groningen,0,14/03/2020,60788,
Beekdaelen,9,14/03/2020,35978,
Montferland,0,14/03/2020,35998,
Altena,9,14/03/2020,55966,
West Betuwe,3,14/03/2020,51233,
Vijfheerenlanden,2,14/03/2020,56912,
Hoeksche Waard,1,14/03/2020,87531,
Het Hogeland,0,14/03/2020,47872,
Westerkwartier,0,14/03/2020,19479,
Noardeast-Fryslân,0,14/03/2020,45263,
Molenlanden,0,14/03/2020,43976,
,58,15/03/2020,0,
Appingedam,0,15/03/2020,11650,
Delfzijl,0,15/03/2020,24649,
Groningen,6,15/03/2020,232982,
Loppersum,0,15/03/2020,9513,
Almere,2,15/03/2020,212408,
Stadskanaal,0,15/03/2020,31691,
Veendam,0,15/03/2020,27378,
Zeewolde,2,15/03/2020,22545,
Achtkarspelen,0,15/03/2020,27833,
Ameland,0,15/03/2020,3718,
Harlingen,0,15/03/2020,15719,
Heerenveen,0,15/03/2020,50469,
Leeuwarden,1,15/03/2020,124024,
Ooststellingwerf,0,15/03/2020,25489,
Opsterland,2,15/03/2020,29698,
Schiermonnikoog,0,15/03/2020,946,
Smallingerland,3,15/03/2020,56173,
Terschelling,0,15/03/2020,4856,
Vlieland,0,15/03/2020,1158,
Weststellingwerf,0,15/03/2020,25930,
Assen,0,15/03/2020,68743,
Coevorden,11,15/03/2020,35293,
Emmen,1,15/03/2020,106977,
Hoogeveen,2,15/03/2020,55645,
Meppel,0,15/03/2020,33947,
Almelo,1,15/03/2020,73132,
Borne,3,15/03/2020,23341,
Dalfsen,1,15/03/2020,28637,
Deventer,1,15/03/2020,100893,
Enschede,3,15/03/2020,159603,
Haaksbergen,1,15/03/2020,24274,
Hardenberg,0,15/03/2020,60971,
Hellendoorn,2,15/03/2020,35915,
Hengelo,0,15/03/2020,81198,
Kampen,0,15/03/2020,54347,
Losser,0,15/03/2020,22685,
Noordoostpolder,2,15/03/2020,47443,
Oldenzaal,1,15/03/2020,31851,
Ommen,1,15/03/2020,18011,
Raalte,1,15/03/2020,37701,
Staphorst,1,15/03/2020,17147,
Tubbergen,1,15/03/2020,21264,
Urk,0,15/03/2020,21043,
Wierden,0,15/03/2020,24441,
Zwolle,4,15/03/2020,129062,
Aalten,0,15/03/2020,27089,
Apeldoorn,3,15/03/2020,163853,
Arnhem,7,15/03/2020,161594,
Barneveld,2,15/03/2020,59308,
Beuningen,4,15/03/2020,25897,
Brummen,0,15/03/2020,20772,
Buren,2,15/03/2020,26762,
Culemborg,2,15/03/2020,29015,
Doesburg,1,15/03/2020,11086,
Doetinchem,0,15/03/2020,58064,
Druten,5,15/03/2020,18954,
Duiven,1,15/03/2020,25109,
Ede,1,15/03/2020,117041,
Elburg,1,15/03/2020,23176,
Epe,0,15/03/2020,33211,
Ermelo,7,15/03/2020,26987,
Harderwijk,2,15/03/2020,48665,
Hattem,0,15/03/2020,12209,
Heerde,0,15/03/2020,18612,
Heumen,2,15/03/2020,16446,
Lochem,0,15/03/2020,33713,
Maasdriel,0,15/03/2020,25130,
Nijkerk,0,15/03/2020,43202,
Nijmegen,12,15/03/2020,177630,
Oldebroek,1,15/03/2020,23631,
Putten,0,15/03/2020,24120,
Renkum,8,15/03/2020,31413,
Rheden,1,15/03/2020,43672,
Rozendaal,1,15/03/2020,1699,
Scherpenzeel,0,15/03/2020,9874,
Tiel,3,15/03/2020,42092,
Voorst,1,15/03/2020,24594,
Wageningen,0,15/03/2020,39844,
Westervoort,0,15/03/2020,25792,
Winterswijk,0,15/03/2020,28820,
Wijchen,4,15/03/2020,41094,
Zaltbommel,1,15/03/2020,28926,
Zevenaar,0,15/03/2020,43804,
Zutphen,0,15/03/2020,48010,
Nunspeet,1,15/03/2020,27825,
Dronten,6,15/03/2020,41655,
Amersfoort,10,15/03/2020,157312,
Baarn,0,15/03/2020,24885,
De Bilt,12,15/03/2020,51608,
Bunnik,0,15/03/2020,15198,
Bunschoten,0,15/03/2020,21862,
Eemnes,0,15/03/2020,9254,
Houten,13,15/03/2020,50234,
Leusden,0,15/03/2020,30417,
Lopik,0,15/03/2020,14464,
Montfoort,0,15/03/2020,13906,
Renswoude,0,15/03/2020,5466,
Rhenen,0,15/03/2020,20120,
Soest,8,15/03/2020,46656,
Utrecht,38,15/03/2020,358454,
Veenendaal,1,15/03/2020,66618,
Woudenberg,1,15/03/2020,13382,
Wijk bij Duurstede,3,15/03/2020,23895,
IJsselstein,2,15/03/2020,34059,
Zeist,6,15/03/2020,64959,
Nieuwegein,1,15/03/2020,63505,
Aalsmeer,3,15/03/2020,31837,
Alkmaar,1,15/03/2020,109589,
Amstelveen,3,15/03/2020,91767,
Amsterdam,31,15/03/2020,874272,
Beemster,0,15/03/2020,9992,
Bergen (NH.),1,15/03/2020,29869,
Beverwijk,5,15/03/2020,41610,
Blaricum,1,15/03/2020,11556,
Bloemendaal,1,15/03/2020,23544,
Castricum,5,15/03/2020,36005,
Diemen,2,15/03/2020,31003,
Edam-Volendam,0,15/03/2020,36211,
Enkhuizen,0,15/03/2020,18644,
Haarlem,4,15/03/2020,163109,
Haarlemmermeer,1,15/03/2020,156355,
Heemskerk,1,15/03/2020,39167,
Heemstede,2,15/03/2020,27259,
Heerhugowaard,1,15/03/2020,57752,
Heiloo,2,15/03/2020,23956,
Den Helder,1,15/03/2020,56359,
Hilversum,0,15/03/2020,91038,
Hoorn,0,15/03/2020,73294,
Huizen,1,15/03/2020,41182,
Landsmeer,3,15/03/2020,11511,
Langedijk,4,15/03/2020,28123,
Laren,0,15/03/2020,11320,
Medemblik,0,15/03/2020,45114,
Oostzaan,0,15/03/2020,9708,
Opmeer,0,15/03/2020,11839,
Ouder-Amstel,0,15/03/2020,14081,
Purmerend,2,15/03/2020,81462,
Schagen,4,15/03/2020,46471,
Texel,0,15/03/2020,13571,
Uitgeest,0,15/03/2020,13637,
Uithoorn,0,15/03/2020,29537,
Velsen,1,15/03/2020,68732,
Weesp,0,15/03/2020,19856,
Zandvoort,1,15/03/2020,17136,
Zaanstad,2,15/03/2020,156856,
Alblasserdam,0,15/03/2020,20158,
Alphen aan den Rijn,6,15/03/2020,119952,
Barendrecht,3,15/03/2020,48691,
Drechterland,0,15/03/2020,19732,
Brielle,0,15/03/2020,17273,
Capelle aan den IJssel,0,15/03/2020,67217,
Delft,2,15/03/2020,103536,
Dordrecht,1,15/03/2020,119413,
Gorinchem,0,15/03/2020,37055,
Gouda,3,15/03/2020,73485,
's-Gravenhage,10,15/03/2020,545865,
Hardinxveld-Giessendam,5,15/03/2020,18294,
Hellevoetsluis,1,15/03/2020,40182,
Hendrik-Ido-Ambacht,0,15/03/2020,31249,
Stede Broec,0,15/03/2020,21685,
Hillegom,0,15/03/2020,22208,
Katwijk,1,15/03/2020,65816,
Krimpen aan den IJssel,1,15/03/2020,29532,
Leiden,4,15/03/2020,125066,
Leiderdorp,0,15/03/2020,27072,
Lisse,0,15/03/2020,23012,
Maassluis,1,15/03/2020,33258,
Nieuwkoop,1,15/03/2020,28860,
Noordwijk,2,15/03/2020,43586,
Oegstgeest,4,15/03/2020,24852,
Oudewater,1,15/03/2020,10226,
Papendrecht,0,15/03/2020,32151,
Ridderkerk,1,15/03/2020,46341,
Rotterdam,25,15/03/2020,652361,
Rijswijk,0,15/03/2020,54619,
Schiedam,1,15/03/2020,78842,
Sliedrecht,0,15/03/2020,25232,
Albrandswaard,1,15/03/2020,25696,
Westvoorne,3,15/03/2020,14730,
Vlaardingen,1,15/03/2020,73539,
Voorschoten,0,15/03/2020,25612,
Waddinxveen,1,15/03/2020,29365,
Wassenaar,2,15/03/2020,26273,
Woerden,2,15/03/2020,52359,
Zoetermeer,0,15/03/2020,125266,
Zoeterwoude,0,15/03/2020,8647,
Zwijndrecht,3,15/03/2020,44695,
Borsele,1,15/03/2020,22732,
Goes,2,15/03/2020,38174,
West Maas en Waal,3,15/03/2020,63376,
Hulst,0,15/03/2020,27601,
Kapelle,0,15/03/2020,12698,
Middelburg,0,15/03/2020,48802,
Reimerswaal,1,15/03/2020,22714,
Terneuzen,1,15/03/2020,54384,
Tholen,1,15/03/2020,25784,
Veere,1,15/03/2020,21907,
Vlissingen,2,15/03/2020,44339,
De Ronde Venen,0,15/03/2020,24317,
Tytsjerksteradiel,0,15/03/2020,32069,
Asten,1,15/03/2020,16734,
Baarle-Nassau,0,15/03/2020,6867,
Bergen op Zoom,4,15/03/2020,67589,
Best,3,15/03/2020,29997,
Boekel,12,15/03/2020,10783,
Boxmeer,1,15/03/2020,29384,
Boxtel,2,15/03/2020,30807,
Breda,71,15/03/2020,184187,
Deurne,4,15/03/2020,32455,
Pekela,1,15/03/2020,12196,
Dongen,5,15/03/2020,26274,
Eersel,2,15/03/2020,19328,
Eindhoven,21,15/03/2020,234849,
Etten-Leur,8,15/03/2020,43877,
Geertruidenberg,1,15/03/2020,21568,
Gilze en Rijen,1,15/03/2020,26510,
Goirle,6,15/03/2020,23906,
Grave,0,15/03/2020,12457,
Haaren,7,15/03/2020,14364,
Helmond,17,15/03/2020,92312,
's-Hertogenbosch,14,15/03/2020,155381,
Heusden,4,15/03/2020,44709,
Hilvarenbeek,5,15/03/2020,15515,
Loon op Zand,7,15/03/2020,23432,
Mill en Sint Hubert,1,15/03/2020,10945,
"Nuenen, Gerwen en Nederwetten",1,15/03/2020,23372,
Oirschot,0,15/03/2020,18733,
Oisterwijk,6,15/03/2020,26283,
Oosterhout,5,15/03/2020,56052,
Oss,5,15/03/2020,91998,
Rucphen,1,15/03/2020,22900,
Sint-Michielsgestel,6,15/03/2020,29266,
Someren,1,15/03/2020,19362,
Son en Breugel,2,15/03/2020,17329,
Steenbergen,1,15/03/2020,24464,
Waterland,2,15/03/2020,17420,
Tilburg,68,15/03/2020,220144,
Uden,33,15/03/2020,42132,
Valkenswaard,0,15/03/2020,31206,
Veldhoven,1,15/03/2020,45528,
Vught,2,15/03/2020,26577,
Waalre,1,15/03/2020,17452,
Waalwijk,8,15/03/2020,48626,
Woensdrecht,0,15/03/2020,21920,
Zundert,3,15/03/2020,21836,
Wormerland,0,15/03/2020,16266,
Landgraaf,4,15/03/2020,37411,
Beek,3,15/03/2020,15859,
Beesel,0,15/03/2020,13468,
Bergen (L.),0,15/03/2020,13082,
Brunssum,0,15/03/2020,27788,
Gennep,1,15/03/2020,16911,
Heerlen,5,15/03/2020,87024,
Kerkrade,2,15/03/2020,45684,
Maastricht,21,15/03/2020,121511,
Meerssen,0,15/03/2020,18837,
Mook en Middelaar,0,15/03/2020,7841,
Nederweert,3,15/03/2020,17049,
Roermond,2,15/03/2020,58316,
Simpelveld,3,15/03/2020,10539,
Stein,3,15/03/2020,24979,
Vaals,0,15/03/2020,10096,
Venlo,4,15/03/2020,101830,
Venray,0,15/03/2020,43624,
Voerendaal,0,15/03/2020,12479,
Weert,0,15/03/2020,50185,
Valkenburg aan de Geul,0,15/03/2020,16334,
Lelystad,7,15/03/2020,78920,
Horst aan de Maas,3,15/03/2020,42461,
Oude IJsselstreek,0,15/03/2020,39392,
Teylingen,0,15/03/2020,37468,
