statnaam,aantal,Datum,inwoneraantal,
Ooststellingwerf,1,25/03/2020,25489,
Opsterland,4,25/03/2020,29698,
Schiermonnikoog,0,25/03/2020,946,
Smallingerland,4,25/03/2020,56173,
Terschelling,0,25/03/2020,4856,
Vlieland,0,25/03/2020,1158,
Weststellingwerf,1,25/03/2020,25930,
Assen,5,25/03/2020,68743,
Coevorden,15,25/03/2020,35293,
Emmen,8,25/03/2020,106977,
Hoogeveen,7,25/03/2020,55645,
Meppel,3,25/03/2020,33947,
Almelo,10,25/03/2020,73132,
Borne,11,25/03/2020,23341,
Dalfsen,12,25/03/2020,28637,
Deventer,26,25/03/2020,100893,
Enschede,26,25/03/2020,159603,
Haaksbergen,3,25/03/2020,24274,
Hardenberg,7,25/03/2020,60971,
Hellendoorn,7,25/03/2020,35915,
Hengelo,17,25/03/2020,81198,
Kampen,30,25/03/2020,54347,
Losser,1,25/03/2020,22685,
Noordoostpolder,5,25/03/2020,47443,
Oldenzaal,13,25/03/2020,31851,
Ommen,7,25/03/2020,18011,
Raalte,10,25/03/2020,37701,
Staphorst,4,25/03/2020,17147,
Tubbergen,4,25/03/2020,21264,
Urk,7,25/03/2020,21043,
Wierden,1,25/03/2020,24441,
Zwolle,47,25/03/2020,129062,
Aalten,2,25/03/2020,27089,
Apeldoorn,34,25/03/2020,163853,
Arnhem,25,25/03/2020,161594,
Barneveld,13,25/03/2020,59308,
Beuningen,15,25/03/2020,25897,
Brummen,4,25/03/2020,20772,
Buren,7,25/03/2020,26762,
Culemborg,8,25/03/2020,29015,
Doesburg,5,25/03/2020,11086,
Doetinchem,10,25/03/2020,58064,
Druten,7,25/03/2020,18954,
Duiven,2,25/03/2020,25109,
Ede,26,25/03/2020,117041,
Elburg,5,25/03/2020,23176,
Epe,15,25/03/2020,33211,
Ermelo,17,25/03/2020,26987,
Harderwijk,13,25/03/2020,48665,
Hattem,3,25/03/2020,12209,
Heerde,19,25/03/2020,18612,
Heumen,12,25/03/2020,16446,
Lochem,6,25/03/2020,33713,
Maasdriel,3,25/03/2020,25130,
Nijkerk,8,25/03/2020,43202,
Nijmegen,108,25/03/2020,177630,
Oldebroek,12,25/03/2020,23631,
Putten,5,25/03/2020,24120,
Renkum,12,25/03/2020,31413,
Rheden,18,25/03/2020,43672,
Rozendaal,2,25/03/2020,1699,
Scherpenzeel,2,25/03/2020,9874,
Tiel,14,25/03/2020,42092,
Voorst,6,25/03/2020,24594,
Wageningen,3,25/03/2020,39844,
Westervoort,2,25/03/2020,25792,
Winterswijk,2,25/03/2020,28820,
Wijchen,24,25/03/2020,41094,
Zaltbommel,7,25/03/2020,28926,
Zevenaar,10,25/03/2020,43804,
Zutphen,8,25/03/2020,48010,
Nunspeet,29,25/03/2020,27825,
Dronten,11,25/03/2020,41655,
Amersfoort,47,25/03/2020,157312,
Baarn,4,25/03/2020,24885,
De Bilt,32,25/03/2020,51608,
Bunnik,8,25/03/2020,15198,
Bunschoten,3,25/03/2020,21862,
Eemnes,1,25/03/2020,9254,
Houten,37,25/03/2020,50234,
Leusden,13,25/03/2020,30417,
Lopik,11,25/03/2020,14464,
Montfoort,5,25/03/2020,13906,
Renswoude,0,25/03/2020,5466,
Rhenen,1,25/03/2020,20120,
Soest,21,25/03/2020,46656,
Utrecht,191,25/03/2020,358454,
Veenendaal,7,25/03/2020,66618,
Woudenberg,6,25/03/2020,13382,
Wijk bij Duurstede,6,25/03/2020,23895,
IJsselstein,18,25/03/2020,34059,
Zeist,25,25/03/2020,64959,
Nieuwegein,12,25/03/2020,63505,
Aalsmeer,10,25/03/2020,31837,
Alkmaar,24,25/03/2020,109589,
Amstelveen,35,25/03/2020,91767,
Amsterdam,297,25/03/2020,874272,
Beemster,2,25/03/2020,9992,
Bergen (NH.),12,25/03/2020,29869,
Beverwijk,11,25/03/2020,41610,
Blaricum,5,25/03/2020,11556,
Bloemendaal,13,25/03/2020,23544,
Castricum,10,25/03/2020,36005,
Diemen,6,25/03/2020,31003,
Edam-Volendam,9,25/03/2020,36211,
Enkhuizen,13,25/03/2020,18644,
Haarlem,46,25/03/2020,163109,
Haarlemmermeer,23,25/03/2020,156355,
Heemskerk,9,25/03/2020,39167,
Heemstede,17,25/03/2020,27259,
Heerhugowaard,16,25/03/2020,57752,
Heiloo,9,25/03/2020,23956,
Den Helder,5,25/03/2020,56359,
Hilversum,16,25/03/2020,91038,
Hoorn,14,25/03/2020,73294,
Huizen,7,25/03/2020,41182,
Landsmeer,6,25/03/2020,11511,
Langedijk,12,25/03/2020,28123,
Laren,4,25/03/2020,11320,
Medemblik,4,25/03/2020,45114,
Oostzaan,6,25/03/2020,9708,
Opmeer,0,25/03/2020,11839,
Ouder-Amstel,7,25/03/2020,14081,
Purmerend,32,25/03/2020,81462,
Schagen,11,25/03/2020,46471,
Texel,3,25/03/2020,13571,
Uitgeest,4,25/03/2020,13637,
Uithoorn,5,25/03/2020,29537,
Velsen,15,25/03/2020,68732,
Weesp,6,25/03/2020,19856,
Zandvoort,6,25/03/2020,17136,
Zaanstad,29,25/03/2020,156856,
Alblasserdam,5,25/03/2020,20158,
Alphen aan den Rijn,22,25/03/2020,119952,
Barendrecht,16,25/03/2020,48691,
Drechterland,3,25/03/2020,19732,
Brielle,1,25/03/2020,17273,
Capelle aan den IJssel,23,25/03/2020,67217,
Delft,21,25/03/2020,103536,
Dordrecht,26,25/03/2020,119413,
Gorinchem,8,25/03/2020,37055,
Gouda,18,25/03/2020,73485,
's-Gravenhage,81,25/03/2020,545865,
Hardinxveld-Giessendam,6,25/03/2020,18294,
Hellevoetsluis,5,25/03/2020,40182,
Hendrik-Ido-Ambacht,3,25/03/2020,31249,
Stede Broec,13,25/03/2020,21685,
Hillegom,3,25/03/2020,22208,
Katwijk,7,25/03/2020,65816,
Krimpen aan den IJssel,6,25/03/2020,29532,
Leiden,21,25/03/2020,125066,
Leiderdorp,3,25/03/2020,27072,
Lisse,2,25/03/2020,23012,
Maassluis,7,25/03/2020,33258,
Nieuwkoop,6,25/03/2020,28860,
Noordwijk,7,25/03/2020,43586,
Oegstgeest,9,25/03/2020,24852,
Oudewater,10,25/03/2020,10226,
Papendrecht,6,25/03/2020,32151,
Ridderkerk,9,25/03/2020,46341,
Rotterdam,186,25/03/2020,652361,
Rijswijk,10,25/03/2020,54619,
Schiedam,14,25/03/2020,78842,
Sliedrecht,5,25/03/2020,25232,
Albrandswaard,18,25/03/2020,25696,
Westvoorne,8,25/03/2020,14730,
Vlaardingen,22,25/03/2020,73539,
Voorschoten,5,25/03/2020,25612,
Waddinxveen,5,25/03/2020,29365,
Wassenaar,5,25/03/2020,26273,
Woerden,22,25/03/2020,52359,
Zoetermeer,13,25/03/2020,125266,
Zoeterwoude,1,25/03/2020,8647,
Zwijndrecht,9,25/03/2020,44695,
Borsele,5,25/03/2020,22732,
Goes,4,25/03/2020,38174,
West Maas en Waal,11,25/03/2020,63376,
Hulst,1,25/03/2020,27601,
Kapelle,2,25/03/2020,12698,
Middelburg,7,25/03/2020,48802,
Reimerswaal,7,25/03/2020,22714,
Terneuzen,10,25/03/2020,54384,
Tholen,13,25/03/2020,25784,
Veere,6,25/03/2020,21907,
Vlissingen,8,25/03/2020,44339,
De Ronde Venen,9,25/03/2020,24317,
Tytsjerksteradiel,2,25/03/2020,32069,
Asten,6,25/03/2020,16734,
Baarle-Nassau,2,25/03/2020,6867,
Bergen op Zoom,12,25/03/2020,67589,
Best,19,25/03/2020,29997,
Boekel,42,25/03/2020,10783,
Boxmeer,9,25/03/2020,29384,
Boxtel,15,25/03/2020,30807,
Breda,181,25/03/2020,184187,
Deurne,30,25/03/2020,32455,
Pekela,2,25/03/2020,12196,
Dongen,6,25/03/2020,26274,
Eersel,13,25/03/2020,19328,
Eindhoven,80,25/03/2020,234849,
Etten-Leur,31,25/03/2020,43877,
Geertruidenberg,11,25/03/2020,21568,
Gilze en Rijen,18,25/03/2020,26510,
Goirle,18,25/03/2020,23906,
Grave,11,25/03/2020,12457,
Haaren,12,25/03/2020,14364,
Helmond,63,25/03/2020,92312,
's-Hertogenbosch,75,25/03/2020,155381,
Heusden,20,25/03/2020,44709,
Hilvarenbeek,10,25/03/2020,15515,
Loon op Zand,20,25/03/2020,23432,
Mill en Sint Hubert,5,25/03/2020,10945,
"Nuenen, Gerwen en Nederwetten",8,25/03/2020,23372,
Oirschot,6,25/03/2020,18733,
Oisterwijk,18,25/03/2020,26283,
Oosterhout,26,25/03/2020,56052,
Oss,81,25/03/2020,91998,
Rucphen,6,25/03/2020,22900,
Sint-Michielsgestel,18,25/03/2020,29266,
Someren,10,25/03/2020,19362,
Son en Breugel,15,25/03/2020,17329,
Steenbergen,11,25/03/2020,24464,
Waterland,11,25/03/2020,17420,
Tilburg,224,25/03/2020,220144,
Uden,94,25/03/2020,42132,
Valkenswaard,9,25/03/2020,31206,
Veldhoven,18,25/03/2020,45528,
Vught,22,25/03/2020,26577,
Waalre,2,25/03/2020,17452,
Waalwijk,34,25/03/2020,48626,
Woensdrecht,5,25/03/2020,21920,
Zundert,14,25/03/2020,21836,
Wormerland,3,25/03/2020,16266,
Landgraaf,21,25/03/2020,37411,
Beek,13,25/03/2020,15859,
Beesel,7,25/03/2020,13468,
Bergen (L.),1,25/03/2020,13082,
Brunssum,20,25/03/2020,27788,
Gennep,7,25/03/2020,16911,
Heerlen,53,25/03/2020,87024,
Kerkrade,21,25/03/2020,45684,
Maastricht,112,25/03/2020,121511,
Meerssen,8,25/03/2020,18837,
Mook en Middelaar,5,25/03/2020,7841,
Nederweert,14,25/03/2020,17049,
Roermond,28,25/03/2020,58316,
Simpelveld,8,25/03/2020,10539,
Stein,24,25/03/2020,24979,
Vaals,4,25/03/2020,10096,
Venlo,47,25/03/2020,101830,
Venray,17,25/03/2020,43624,
Voerendaal,6,25/03/2020,12479,
Weert,24,25/03/2020,50185,
Valkenburg aan de Geul,9,25/03/2020,16334,
Lelystad,26,25/03/2020,78920,
Horst aan de Maas,18,25/03/2020,42461,
Oude IJsselstreek,4,25/03/2020,39392,
Teylingen,8,25/03/2020,37468,
Utrechtse Heuvelrug,15,25/03/2020,49752,
Oost Gelre,6,25/03/2020,29640,
Koggenland,5,25/03/2020,22763,
Lansingerland,25,25/03/2020,62530,
Leudal,29,25/03/2020,35865,
Maasgouw,10,25/03/2020,23943,
Gemert-Bakel,68,25/03/2020,30733,
Halderberge,8,25/03/2020,30272,
Heeze-Leende,10,25/03/2020,16137,
Laarbeek,19,25/03/2020,22559,
Reusel-De Mierden,1,25/03/2020,13096,
Roerdalen,10,25/03/2020,20567,
Roosendaal,20,25/03/2020,77297,
Schouwen-Duiveland,6,25/03/2020,33866,
Aa en Hunze,1,25/03/2020,25422,
Borger-Odoorn,0,25/03/2020,25549,
Cuijk,8,25/03/2020,25150,
Landerd,25,25/03/2020,15735,
De Wolden,3,25/03/2020,43113,
Noord-Beveland,2,25/03/2020,7387,
Wijdemeren,3,25/03/2020,24354,
Noordenveld,1,25/03/2020,31243,
Twenterand,3,25/03/2020,33749,
Westerveld,2,25/03/2020,14974,
Sint Anthonis,13,25/03/2020,11688,
Lingewaard,14,25/03/2020,46645,
Cranendonck,25,25/03/2020,21175,
Steenwijkerland,6,25/03/2020,44157,
Moerdijk,5,25/03/2020,37098,
Echt-Susteren,20,25/03/2020,31594,
Sluis,5,25/03/2020,23214,
Drimmelen,20,25/03/2020,27232,
Bernheze,69,25/03/2020,31291,
Alphen-Chaam,16,25/03/2020,10222,
Bergeijk,10,25/03/2020,18678,
Bladel,15,25/03/2020,20408,
Gulpen-Wittem,5,25/03/2020,14164,
Tynaarlo,13,25/03/2020,33795,
Midden-Drenthe,1,25/03/2020,33216,
Overbetuwe,38,25/03/2020,47965,
Hof van Twente,6,25/03/2020,34996,
Neder-Betuwe,11,25/03/2020,24430,
Rijssen-Holten,9,25/03/2020,38186,
Geldrop-Mierlo,15,25/03/2020,39772,
Olst-Wijhe,6,25/03/2020,18253,
Dinkelland,20,25/03/2020,26479,
Westland,28,25/03/2020,19321,
Midden-Delfland,2,25/03/2020,19302,
Berkelland,2,25/03/2020,43760,
Bronckhorst,7,25/03/2020,36031,
Sittard-Geleen,86,25/03/2020,92330,
Kaag en Braassem,5,25/03/2020,27317,
Dantumadiel,0,25/03/2020,18912,
Zuidplas,6,25/03/2020,44043,
Peel en Maas,88,25/03/2020,43627,
Oldambt,0,25/03/2020,38214,
Zwartewaterland,30,25/03/2020,22716,
Súdwest-Fryslân,8,25/03/2020,89881,
Bodegraven-Reeuwijk,5,25/03/2020,34899,
Eijsden-Margraten,20,25/03/2020,25760,
Stichtse Vecht,22,25/03/2020,65029,
Hollands Kroon,10,25/03/2020,48460,
Leidschendam-Voorburg,14,25/03/2020,76524,
Goeree-Overflakkee,44,25/03/2020,50147,
Pijnacker-Nootdorp,16,25/03/2020,55412,
Nissewaard,19,25/03/2020,85207,
Krimpenerwaard,16,25/03/2020,56296,
De Fryske Marren,9,25/03/2020,44499,
Gooise Meren,18,25/03/2020,58084,
Berg en Dal,37,25/03/2020,35002,
Meierijstad,149,25/03/2020,81301,
Waadhoeke,0,25/03/2020,46079,
Westerwolde,3,25/03/2020,110606,
Midden-Groningen,2,25/03/2020,60788,
Beekdaelen,30,25/03/2020,35978,
Montferland,3,25/03/2020,35998,
Altena,35,25/03/2020,55966,
West Betuwe,19,25/03/2020,51233,
Vijfheerenlanden,21,25/03/2020,56912,
Hoeksche Waard,36,25/03/2020,87531,
Het Hogeland,4,25/03/2020,47872,
Westerkwartier,9,25/03/2020,19479,
Noardeast-Fryslân,3,25/03/2020,45263,
Molenlanden,16,25/03/2020,43976,
,237,26/03/2020,0,
Appingedam,0,26/03/2020,11650,
Delfzijl,2,26/03/2020,24649,
Groningen,76,26/03/2020,232982,
Loppersum,1,26/03/2020,9513,
Almere,32,26/03/2020,212408,
Stadskanaal,1,26/03/2020,31691,
Veendam,1,26/03/2020,27378,
Zeewolde,6,26/03/2020,22545,
Achtkarspelen,1,26/03/2020,27833,
Ameland,0,26/03/2020,3718,
Harlingen,3,26/03/2020,15719,
Heerenveen,4,26/03/2020,50469,
Leeuwarden,15,26/03/2020,124024,
Ooststellingwerf,1,26/03/2020,25489,
Opsterland,5,26/03/2020,29698,
Schiermonnikoog,0,26/03/2020,946,
Smallingerland,5,26/03/2020,56173,
Terschelling,0,26/03/2020,4856,
Vlieland,0,26/03/2020,1158,
Weststellingwerf,2,26/03/2020,25930,
Assen,7,26/03/2020,68743,
Coevorden,17,26/03/2020,35293,
Emmen,8,26/03/2020,106977,
Hoogeveen,7,26/03/2020,55645,
Meppel,3,26/03/2020,33947,
Almelo,12,26/03/2020,73132,
Borne,12,26/03/2020,23341,
Dalfsen,13,26/03/2020,28637,
Deventer,30,26/03/2020,100893,
Enschede,34,26/03/2020,159603,
Haaksbergen,4,26/03/2020,24274,
Hardenberg,9,26/03/2020,60971,
Hellendoorn,7,26/03/2020,35915,
Hengelo,21,26/03/2020,81198,
Kampen,41,26/03/2020,54347,
Losser,1,26/03/2020,22685,
Noordoostpolder,8,26/03/2020,47443,
Oldenzaal,15,26/03/2020,31851,
Ommen,7,26/03/2020,18011,
Raalte,12,26/03/2020,37701,
Staphorst,4,26/03/2020,17147,
Tubbergen,9,26/03/2020,21264,
Urk,8,26/03/2020,21043,
Wierden,2,26/03/2020,24441,
Zwolle,56,26/03/2020,129062,
Aalten,2,26/03/2020,27089,
Apeldoorn,39,26/03/2020,163853,
Arnhem,34,26/03/2020,161594,
Barneveld,13,26/03/2020,59308,
Beuningen,15,26/03/2020,25897,
Brummen,4,26/03/2020,20772,
Buren,7,26/03/2020,26762,
Culemborg,14,26/03/2020,29015,
Doesburg,5,26/03/2020,11086,
Doetinchem,17,26/03/2020,58064,
Druten,7,26/03/2020,18954,
Duiven,3,26/03/2020,25109,
Ede,33,26/03/2020,117041,
Elburg,6,26/03/2020,23176,
Epe,16,26/03/2020,33211,
Ermelo,17,26/03/2020,26987,
Harderwijk,14,26/03/2020,48665,
Hattem,5,26/03/2020,12209,
Heerde,24,26/03/2020,18612,
Heumen,15,26/03/2020,16446,
Lochem,8,26/03/2020,33713,
Maasdriel,5,26/03/2020,25130,
Nijkerk,12,26/03/2020,43202,
Nijmegen,122,26/03/2020,177630,
Oldebroek,16,26/03/2020,23631,
Putten,6,26/03/2020,24120,
Renkum,14,26/03/2020,31413,
Rheden,21,26/03/2020,43672,
Rozendaal,2,26/03/2020,1699,
Scherpenzeel,3,26/03/2020,9874,
Tiel,20,26/03/2020,42092,
Voorst,10,26/03/2020,24594,
Wageningen,4,26/03/2020,39844,
Westervoort,2,26/03/2020,25792,
Winterswijk,2,26/03/2020,28820,
Wijchen,30,26/03/2020,41094,
Zaltbommel,7,26/03/2020,28926,
Zevenaar,10,26/03/2020,43804,
Zutphen,8,26/03/2020,48010,
Nunspeet,31,26/03/2020,27825,
Dronten,11,26/03/2020,41655,
Amersfoort,54,26/03/2020,157312,
Baarn,5,26/03/2020,24885,
De Bilt,34,26/03/2020,51608,
Bunnik,9,26/03/2020,15198,
Bunschoten,3,26/03/2020,21862,
Eemnes,1,26/03/2020,9254,
Houten,43,26/03/2020,50234,
Leusden,13,26/03/2020,30417,
Lopik,12,26/03/2020,14464,
Montfoort,9,26/03/2020,13906,
Renswoude,0,26/03/2020,5466,
Rhenen,2,26/03/2020,20120,
Soest,23,26/03/2020,46656,
Utrecht,215,26/03/2020,358454,
Veenendaal,7,26/03/2020,66618,
Woudenberg,7,26/03/2020,13382,
Wijk bij Duurstede,7,26/03/2020,23895,
IJsselstein,23,26/03/2020,34059,
Zeist,28,26/03/2020,64959,
Nieuwegein,15,26/03/2020,63505,
Aalsmeer,11,26/03/2020,31837,
Alkmaar,29,26/03/2020,109589,
Amstelveen,46,26/03/2020,91767,
Amsterdam,351,26/03/2020,874272,
Beemster,2,26/03/2020,9992,
Bergen (NH.),14,26/03/2020,29869,
Beverwijk,12,26/03/2020,41610,
Blaricum,6,26/03/2020,11556,
Bloemendaal,16,26/03/2020,23544,
Castricum,13,26/03/2020,36005,
Diemen,6,26/03/2020,31003,
Edam-Volendam,10,26/03/2020,36211,
Enkhuizen,15,26/03/2020,18644,
Haarlem,54,26/03/2020,163109,
Haarlemmermeer,30,26/03/2020,156355,
Heemskerk,10,26/03/2020,39167,
Heemstede,21,26/03/2020,27259,
Heerhugowaard,19,26/03/2020,57752,
Heiloo,10,26/03/2020,23956,
Den Helder,6,26/03/2020,56359,
Hilversum,18,26/03/2020,91038,
Hoorn,15,26/03/2020,73294,
Huizen,8,26/03/2020,41182,
Landsmeer,7,26/03/2020,11511,
Langedijk,13,26/03/2020,28123,
Laren,5,26/03/2020,11320,
Medemblik,6,26/03/2020,45114,
Oostzaan,7,26/03/2020,9708,
Opmeer,2,26/03/2020,11839,
Ouder-Amstel,7,26/03/2020,14081,
Purmerend,39,26/03/2020,81462,
Schagen,12,26/03/2020,46471,
Texel,3,26/03/2020,13571,
Uitgeest,4,26/03/2020,13637,
Uithoorn,7,26/03/2020,29537,
Velsen,23,26/03/2020,68732,
Weesp,7,26/03/2020,19856,
Zandvoort,6,26/03/2020,17136,
Zaanstad,31,26/03/2020,156856,
Alblasserdam,6,26/03/2020,20158,
Alphen aan den Rijn,30,26/03/2020,119952,
Barendrecht,19,26/03/2020,48691,
Drechterland,4,26/03/2020,19732,
Brielle,2,26/03/2020,17273,
Capelle aan den IJssel,26,26/03/2020,67217,
Delft,25,26/03/2020,103536,
Dordrecht,28,26/03/2020,119413,
Gorinchem,9,26/03/2020,37055,
Gouda,25,26/03/2020,73485,
's-Gravenhage,103,26/03/2020,545865,
Hardinxveld-Giessendam,6,26/03/2020,18294,
Hellevoetsluis,7,26/03/2020,40182,
Hendrik-Ido-Ambacht,5,26/03/2020,31249,
Stede Broec,17,26/03/2020,21685,
Hillegom,3,26/03/2020,22208,
Katwijk,10,26/03/2020,65816,
Krimpen aan den IJssel,7,26/03/2020,29532,
Leiden,28,26/03/2020,125066,
Leiderdorp,4,26/03/2020,27072,
Lisse,2,26/03/2020,23012,
Maassluis,8,26/03/2020,33258,
Nieuwkoop,6,26/03/2020,28860,
Noordwijk,8,26/03/2020,43586,
Oegstgeest,9,26/03/2020,24852,
Oudewater,12,26/03/2020,10226,
Papendrecht,6,26/03/2020,32151,
Ridderkerk,13,26/03/2020,46341,
Rotterdam,204,26/03/2020,652361,
Rijswijk,11,26/03/2020,54619,
Schiedam,16,26/03/2020,78842,
Sliedrecht,7,26/03/2020,25232,
Albrandswaard,19,26/03/2020,25696,
Westvoorne,8,26/03/2020,14730,
Vlaardingen,24,26/03/2020,73539,
Voorschoten,6,26/03/2020,25612,
Waddinxveen,6,26/03/2020,29365,
Wassenaar,6,26/03/2020,26273,
Woerden,25,26/03/2020,52359,
Zoetermeer,14,26/03/2020,125266,
Zoeterwoude,1,26/03/2020,8647,
Zwijndrecht,11,26/03/2020,44695,
Borsele,6,26/03/2020,22732,
Goes,7,26/03/2020,38174,
West Maas en Waal,13,26/03/2020,63376,
Hulst,1,26/03/2020,27601,
Kapelle,2,26/03/2020,12698,
Middelburg,8,26/03/2020,48802,
Reimerswaal,7,26/03/2020,22714,
Terneuzen,14,26/03/2020,54384,
Tholen,14,26/03/2020,25784,
Veere,7,26/03/2020,21907,
Vlissingen,8,26/03/2020,44339,
De Ronde Venen,13,26/03/2020,24317,
Tytsjerksteradiel,2,26/03/2020,32069,
Asten,6,26/03/2020,16734,
Baarle-Nassau,2,26/03/2020,6867,
Bergen op Zoom,13,26/03/2020,67589,
Best,21,26/03/2020,29997,
Boekel,42,26/03/2020,10783,
Boxmeer,10,26/03/2020,29384,
Boxtel,19,26/03/2020,30807,
Breda,201,26/03/2020,184187,
Deurne,35,26/03/2020,32455,
Pekela,2,26/03/2020,12196,
Dongen,6,26/03/2020,26274,
Eersel,14,26/03/2020,19328,
Eindhoven,93,26/03/2020,234849,
Etten-Leur,37,26/03/2020,43877,
Geertruidenberg,11,26/03/2020,21568,
Gilze en Rijen,19,26/03/2020,26510,
Goirle,21,26/03/2020,23906,
Grave,14,26/03/2020,12457,
Haaren,14,26/03/2020,14364,
Helmond,66,26/03/2020,92312,
's-Hertogenbosch,87,26/03/2020,155381,
Heusden,25,26/03/2020,44709,
Hilvarenbeek,10,26/03/2020,15515,
Loon op Zand,21,26/03/2020,23432,
Mill en Sint Hubert,5,26/03/2020,10945,
"Nuenen, Gerwen en Nederwetten",10,26/03/2020,23372,
Oirschot,8,26/03/2020,18733,
Oisterwijk,21,26/03/2020,26283,
Oosterhout,29,26/03/2020,56052,
Oss,100,26/03/2020,91998,
Rucphen,6,26/03/2020,22900,
Sint-Michielsgestel,22,26/03/2020,29266,
Someren,15,26/03/2020,19362,
Son en Breugel,19,26/03/2020,17329,
Steenbergen,11,26/03/2020,24464,
Waterland,11,26/03/2020,17420,
Tilburg,230,26/03/2020,220144,
Uden,107,26/03/2020,42132,
Valkenswaard,17,26/03/2020,31206,
Veldhoven,22,26/03/2020,45528,
Vught,25,26/03/2020,26577,
Waalre,6,26/03/2020,17452,
Waalwijk,39,26/03/2020,48626,
Woensdrecht,5,26/03/2020,21920,
Zundert,15,26/03/2020,21836,
Wormerland,5,26/03/2020,16266,
Landgraaf,25,26/03/2020,37411,
Beek,13,26/03/2020,15859,
Beesel,8,26/03/2020,13468,
Bergen (L.),1,26/03/2020,13082,
Brunssum,22,26/03/2020,27788,
Gennep,8,26/03/2020,16911,
Heerlen,63,26/03/2020,87024,
Kerkrade,26,26/03/2020,45684,
Maastricht,118,26/03/2020,121511,
Meerssen,8,26/03/2020,18837,
Mook en Middelaar,5,26/03/2020,7841,
Nederweert,18,26/03/2020,17049,
Roermond,29,26/03/2020,58316,
Simpelveld,10,26/03/2020,10539,
Stein,28,26/03/2020,24979,
Vaals,6,26/03/2020,10096,
Venlo,54,26/03/2020,101830,
Venray,20,26/03/2020,43624,
Voerendaal,7,26/03/2020,12479,
Weert,28,26/03/2020,50185,
Valkenburg aan de Geul,10,26/03/2020,16334,
Lelystad,27,26/03/2020,78920,
Horst aan de Maas,20,26/03/2020,42461,
Oude IJsselstreek,5,26/03/2020,39392,
Teylingen,10,26/03/2020,37468,
Utrechtse Heuvelrug,17,26/03/2020,49752,
Oost Gelre,6,26/03/2020,29640,
Koggenland,6,26/03/2020,22763,
Lansingerland,28,26/03/2020,62530,
Leudal,32,26/03/2020,35865,
Maasgouw,12,26/03/2020,23943,
Gemert-Bakel,71,26/03/2020,30733,
Halderberge,8,26/03/2020,30272,
Heeze-Leende,10,26/03/2020,16137,
Laarbeek,24,26/03/2020,22559,
Reusel-De Mierden,4,26/03/2020,13096,
Roerdalen,11,26/03/2020,20567,
Roosendaal,24,26/03/2020,77297,
Schouwen-Duiveland,8,26/03/2020,33866,
Aa en Hunze,3,26/03/2020,25422,
Borger-Odoorn,0,26/03/2020,25549,
Cuijk,8,26/03/2020,25150,
Landerd,34,26/03/2020,15735,
De Wolden,3,26/03/2020,43113,
Noord-Beveland,2,26/03/2020,7387,
Wijdemeren,4,26/03/2020,24354,
Noordenveld,3,26/03/2020,31243,
Twenterand,3,26/03/2020,33749,
Westerveld,2,26/03/2020,14974,
Sint Anthonis,14,26/03/2020,11688,
Lingewaard,14,26/03/2020,46645,
Cranendonck,31,26/03/2020,21175,
Steenwijkerland,8,26/03/2020,44157,
Moerdijk,5,26/03/2020,37098,
Echt-Susteren,23,26/03/2020,31594,
Sluis,6,26/03/2020,23214,
Drimmelen,21,26/03/2020,27232,
Bernheze,83,26/03/2020,31291,
Alphen-Chaam,19,26/03/2020,10222,
Bergeijk,11,26/03/2020,18678,
Bladel,15,26/03/2020,20408,
Gulpen-Wittem,5,26/03/2020,14164,
Tynaarlo,15,26/03/2020,33795,
Midden-Drenthe,2,26/03/2020,33216,
Overbetuwe,44,26/03/2020,47965,
Hof van Twente,8,26/03/2020,34996,
Neder-Betuwe,13,26/03/2020,24430,
Rijssen-Holten,13,26/03/2020,38186,
Geldrop-Mierlo,16,26/03/2020,39772,
Olst-Wijhe,6,26/03/2020,18253,
Dinkelland,25,26/03/2020,26479,
Westland,30,26/03/2020,19321,
Midden-Delfland,2,26/03/2020,19302,
Berkelland,2,26/03/2020,43760,
Bronckhorst,8,26/03/2020,36031,
Sittard-Geleen,94,26/03/2020,92330,
Kaag en Braassem,5,26/03/2020,27317,
Dantumadiel,1,26/03/2020,18912,
Zuidplas,10,26/03/2020,44043,
Peel en Maas,96,26/03/2020,43627,
Oldambt,0,26/03/2020,38214,
Zwartewaterland,33,26/03/2020,22716,
Súdwest-Fryslân,12,26/03/2020,89881,
Bodegraven-Reeuwijk,8,26/03/2020,34899,
Eijsden-Margraten,26,26/03/2020,25760,
Stichtse Vecht,27,26/03/2020,65029,
Hollands Kroon,14,26/03/2020,48460,
Leidschendam-Voorburg,17,26/03/2020,76524,
Goeree-Overflakkee,56,26/03/2020,50147,
Pijnacker-Nootdorp,20,26/03/2020,55412,
Nissewaard,23,26/03/2020,85207,
Krimpenerwaard,19,26/03/2020,56296,
De Fryske Marren,12,26/03/2020,44499,
Gooise Meren,20,26/03/2020,58084,
Berg en Dal,43,26/03/2020,35002,
Meierijstad,168,26/03/2020,81301,
Waadhoeke,2,26/03/2020,46079,
Westerwolde,3,26/03/2020,110606,
Midden-Groningen,5,26/03/2020,60788,
Beekdaelen,32,26/03/2020,35978,
Montferland,4,26/03/2020,35998,
Altena,35,26/03/2020,55966,
West Betuwe,22,26/03/2020,51233,
Vijfheerenlanden,24,26/03/2020,56912,
Hoeksche Waard,43,26/03/2020,87531,
Het Hogeland,6,26/03/2020,47872,
Westerkwartier,12,26/03/2020,19479,
Noardeast-Fryslân,3,26/03/2020,45263,
